Datum;Kurs
2019-01-08;47,1530
2019-01-07;46,9710
2019-01-04;46,6410
2019-01-03;45,6850
2019-01-02;46,3230
2018-12-28;45,9790
2018-12-27;45,0090
2018-12-21;45,6820
2018-12-20;45,8170
2018-12-19;47,0860
2018-12-18;47,1760
2018-12-17;47,7360
2018-12-14;48,3900
2018-12-13;48,6650
2018-12-12;48,9290
2018-12-11;48,5090
2018-12-10;47,5880
2018-12-07;48,5050
2018-12-06;48,2050
2018-12-05;49,6280
2018-12-04;50,4900
2018-11-30;50,1960
2018-11-29;49,9610
2018-11-28;49,7060
2018-11-27;49,4340
2018-11-26;49,1230
2018-11-23;48,8010
2018-11-22;48,3230
2018-11-21;48,9260
2018-11-20;48,5270
2018-11-19;49,1650
2018-11-16;49,7040
2018-11-15;49,6860
2018-11-14;49,9010
2018-11-12;50,4520
2018-11-09;50,8040
2018-11-08;50,9880
2018-11-07;50,5920
2018-11-06;50,0260
2018-11-05;49,8670
2018-11-02;49,8060
2018-11-01;49,8860
2018-10-31;49,8860
2018-10-30;48,7780
2018-10-29;48,9100
2018-10-26;48,6190
2018-10-25;49,2840
2018-10-24;49,1910
2018-10-23;49,0530
2018-10-22;50,0460
2018-10-19;50,2620
2018-10-18;50,1060
2018-10-17;50,3740
2018-10-16;50,1960
2018-10-15;49,7410
2018-10-12;49,6520
2018-10-11;49,5460
2018-10-10;51,0860
2018-10-09;52,1080
2018-10-08;51,9640
2018-10-05;52,1380
2018-10-04;52,4560
2018-10-02;52,7520
2018-10-01;52,9380
2018-09-28;52,5100
2018-09-27;52,4600
2018-09-26;52,1860
2018-09-25;52,0920
2018-09-24;51,9040
2018-09-13;51,5980
2018-09-12;51,6260
2018-09-11;51,5640
2018-09-10;51,5300
2018-09-07;51,5380
2018-09-06;51,3240
2018-09-05;51,4720
2018-09-04;52,0780
2018-09-03;52,1940
2018-08-31;52,1340
2018-08-30;52,1980
2018-08-29;52,1820
2018-08-28;51,8980
2018-08-27;52,0280
2018-08-24;51,7880
2018-08-23;51,6680
2018-08-22;51,8320
2018-08-20;53,1540
2018-08-17;52,9940
2018-08-16;53,1120
2018-08-15;52,8460
2018-08-14;53,2700
2018-08-13;53,0240
2018-08-10;53,1640
2018-08-09;53,0600
2018-08-08;52,8680
2018-08-07;52,9500
2018-08-06;52,7860
2018-08-03;52,5520
2018-08-02;52,2480
2018-08-01;52,1700
2018-07-31;52,1320
2018-07-30;52,0000
2018-07-27;52,5060
2018-07-26;52,5300
2018-07-25;52,1440
2018-07-24;52,0720
2018-07-23;51,7160
2018-07-20;51,7960
2018-07-19;52,0900
2018-07-18;52,0540
2018-07-17;51,6980
2018-07-16;51,5520
2018-07-13;51,8100
2018-07-12;51,5070
2018-07-11;51,1740
2018-07-10;51,4760
2018-07-09;51,2960
2018-07-06;50,8920
2018-07-05;50,6100
2018-07-04;50,7060
2018-07-03;50,7600
2018-07-02;50,5110
2018-06-29;50,9000
2018-06-28;50,6720
2018-06-27;51,0270
2018-06-26;50,5570
2018-06-25;50,2600
2018-06-22;51,5140
2018-06-21;51,2940
2018-06-20;51,6700
2018-06-19;51,4530
2018-06-18;51,6680
2018-06-15;51,7160
2018-06-14;52,0360
2018-06-13;51,5800
2018-06-12;51,4040
2018-06-11;51,4160
2018-06-08;51,1800
2018-06-07;51,1300
2018-06-06;51,1840
2018-06-05;51,2200
2018-06-04;51,2360
2018-06-01;51,0540
2018-05-30;50,9180
2018-05-29;50,9260
2018-05-28;51,1580
2018-05-25;51,1180
2018-05-24;50,7880
2018-05-23;50,9320
2018-05-22;51,1540
2018-05-21;50,8300
2018-05-18;50,8300
2018-05-17;50,9280
2018-05-16;50,7360
2018-05-15;50,3300
2018-05-14;50,3260
2018-05-11;50,3360
2018-05-10;50,2920
2018-05-09;49,9110
2018-05-08;49,7020
2018-05-07;49,6510
2018-05-04;49,2670
2018-05-03;48,3650
2018-05-02;48,9950
2018-04-30;48,9570
2018-04-27;48,7070
2018-04-26;48,5210
2018-04-25;47,8590
2018-04-24;48,2600
2018-04-23;48,3920
2018-04-20;48,0950
2018-04-19;48,1180
2018-04-18;48,2610
2018-04-17;48,2110
2018-04-16;47,6130
2018-04-13;47,6440
2018-04-12;47,6980
2018-04-11;47,3430
2018-04-10;47,6000
2018-04-09;47,3770
2018-04-05;47,9940
2018-04-04;46,6040
2018-04-03;46,6490
2018-03-29;47,0820
2018-03-28;46,5980
2018-03-27;47,0400
2018-03-26;46,1130
2018-03-23;46,6680
2018-03-22;47,5800
2018-03-21;48,4580
2018-03-20;48,2870
2018-03-19;47,8860
2018-03-16;48,7640
2018-03-15;48,6390
2018-03-14;48,4140
2018-03-13;48,6190
2018-03-12;49,0170
2018-03-09;48,7500
2018-03-08;48,2930
2018-03-07;47,8110
2018-03-06;47,6840
2018-03-05;47,7020
2018-03-02;47,1620
2018-03-01;48,3660
2018-02-28;48,9250
2018-02-27;49,2330
2018-02-26;48,9810
2018-02-23;48,5050
2018-02-22;48,3930
2018-02-21;48,6080
2018-02-20;48,4260
2018-02-19;48,1320
2018-02-16;48,2690
2018-02-15;47,4440
2018-02-14;47,1810
2018-02-13;46,8360
2018-02-12;47,1500
2018-02-09;46,4580
2018-02-08;47,3590
2018-02-07;48,3180
2018-02-06;46,8030
2018-02-05;48,4080
2018-02-02;49,1300
2018-02-01;49,6010
2018-01-31;49,7890
2018-01-30;49,9780
2018-01-29;50,6280
2018-01-26;50,4060
2018-01-25;49,9970
2018-01-24;50,3400
2018-01-23;50,7620
2018-01-22;50,4860
2018-01-19;50,3360
2018-01-18;50,2060
2018-01-17;50,1980
2018-01-16;50,2100
2018-01-15;50,0600
2018-01-12;50,3100
2018-01-11;50,2820
2018-01-10;50,4600
2018-01-09;50,7380
2018-01-08;50,3560
2018-01-05;49,9940
2018-01-04;49,6570
2018-01-03;49,3980
2018-01-02;48,9900
2017-12-29;49,2600
2017-12-28;49,2000
2017-12-27;49,4150
2017-12-22;49,4500
2017-12-21;49,4600
2017-12-20;49,2700
2017-12-19;49,5650
2017-12-18;49,7650
2017-12-15;49,4700
2017-12-14;49,3400
2017-12-13;49,5675
2017-12-12;49,6850
2017-12-11;49,1750
2017-12-08;49,1800
2017-12-07;48,8600
2017-12-06;48,7650
2017-12-05;48,9200
2017-12-04;48,9300
2017-12-01;48,2050
2017-11-30;48,6600
2017-11-29;48,6650
2017-11-28;48,4550
2017-11-27;48,1400
2017-11-24;48,1700
2017-11-23;48,3400
2017-11-22;48,5300
2017-11-21;48,7100
2017-11-20;48,3900
2017-11-17;48,0800
2017-11-16;48,2300
2017-11-15;47,8150
2017-11-14;48,0800
2017-11-13;48,6050
2017-11-10;48,7100
2017-11-09;48,8500
2017-11-08;49,2550
2017-11-07;49,2950
2017-11-06;49,2050
2017-11-03;49,1100
2017-11-02;48,9900
2017-10-31;48,7050
2017-10-30;48,7050
2017-10-27;48,9600
2017-10-26;48,3250
2017-10-25;47,7150
2017-10-24;48,1400
2017-10-23;48,2900
2017-10-20;48,1000
2017-10-19;47,7150
2017-10-18;48,0550
2017-10-17;48,0150
2017-10-16;47,8800
2017-10-13;47,7300
2017-10-12;47,6600
2017-10-11;47,6000
2017-10-10;47,6350
2017-10-09;47,8100
2017-10-06;47,7850
2017-10-05;47,8900
2017-10-04;47,6300
2017-10-03;47,5400
2017-10-02;47,5400
2017-09-29;47,1200
2017-09-28;47,0700
2017-09-27;47,0700
2017-09-26;46,9200
2017-09-25;46,6850
2017-09-22;46,3850
2017-09-21;46,5050
2017-09-20;46,3750
2017-09-19;46,4000
2017-09-18;46,4450
2017-09-15;46,2500
2017-09-14;46,4800
2017-09-13;46,4500
2017-09-12;46,2200
2017-09-11;46,0450
2017-09-08;45,4600
2017-09-07;45,4300
2017-09-06;45,6000
2017-09-05;45,6500
2017-09-04;45,7100
2017-09-01;46,0250
2017-08-31;45,7900
2017-08-30;45,3800
2017-08-29;44,8550
2017-08-28;45,1750
2017-08-25;45,5600
2017-08-24;45,6500
2017-08-23;45,7500
2017-08-22;45,9000
2017-08-21;45,3900
2017-08-18;45,7400
2017-08-17;46,1000
2017-08-16;46,4650
2017-08-15;46,1600
2017-08-14;46,0900
2017-08-11;45,5850
2017-08-10;46,0150
2017-08-09;46,3250
2017-08-08;46,6750
2017-08-07;46,4000
2017-08-04;46,5500
2017-08-03;46,0350
2017-08-02;46,0300
2017-08-01;46,2950
2017-07-31;46,1800
2017-07-28;46,2600
2017-07-27;46,7900
2017-07-26;46,8200
2017-07-25;46,7150
2017-07-24;46,5250
2017-07-21;46,5500
2017-07-20;46,6850
2017-07-19;47,0700
2017-07-18;46,6250
2017-07-17;47,1150
2017-07-14;47,0350
2017-07-13;47,1200
2017-07-12;46,9350
2017-07-11;46,3950
2017-07-10;46,6700
2017-07-07;46,5600
2017-07-06;46,4900
2017-07-05;46,9000
2017-07-04;46,8250
2017-07-03;47,0250
2017-06-30;46,5450
2017-06-29;46,5500
2017-06-28;47,0950
2017-06-27;47,2600
2017-06-26;47,6500
2017-06-23;47,6080
2017-06-22;47,8080
2017-06-21;47,7530
2017-06-20;47,9480
2017-06-19;48,0130
2017-06-16;47,5180
2017-06-15;47,5600
2017-06-14;47,4100
2017-06-13;47,6050
2017-06-12;47,4000
2017-06-09;47,7880
2017-06-08;47,5250
2017-06-07;47,3750
2017-06-06;47,3600
2017-06-02;47,4480
2017-06-01;47,3400
2017-05-31;46,9980
2017-05-30;47,2750
2017-05-29;47,3550
2017-05-26;47,3250
2017-05-25;47,2180
2017-05-23;46,9730
2017-05-22;46,8550
2017-05-19;46,8750
2017-05-18;46,7700
2017-05-17;46,8150
2017-05-16;47,5800
2017-05-15;47,9080
2017-05-12;47,8850
2017-05-11;48,0050
2017-05-10;48,1680
2017-05-09;48,0950
2017-05-08;47,8980
2017-05-05;47,6050
2017-05-04;47,6250
2017-05-03;47,5700
2017-05-02;47,7200
2017-04-28;47,5700
2017-04-27;47,7250
2017-04-26;47,9050
2017-04-25;47,4900
2017-04-24;47,5200
2017-04-21;47,5430
2017-04-20;47,2430
2017-04-19;47,4000
2017-04-18;47,2750
2017-04-13;47,8000
2017-04-12;47,8250
2017-04-11;47,8030
2017-04-10;48,0000
2017-04-07;47,9550
2017-04-06;47,8700
2017-04-05;47,9750
2017-04-04;47,8000
2017-04-03;47,7050
2017-03-31;47,8550
2017-03-30;47,7900
2017-03-29;47,5100
2017-03-28;47,0080
2017-03-27;46,6380
2017-03-23;47,2530
2017-03-22;46,9100
2017-03-21;47,0550
2017-03-20;47,6450
2017-03-17;47,7430
2017-03-16;47,7580
2017-03-15;47,8500
2017-03-14;47,5650
2017-03-13;47,6750
2017-03-10;47,5680
2017-03-09;47,7850
2017-03-08;47,9330
2017-03-07;47,8550
2017-03-06;47,8400
2017-03-03;48,0900
2017-03-02;48,3200
2017-03-01;48,3350
2017-02-28;47,6300
2017-02-27;47,6050
2017-02-24;47,6800
2017-02-23;47,8550
2017-02-22;48,0050
2017-02-21;47,9400
2017-02-20;47,5500
2017-02-17;47,3250
2017-02-16;47,1750
2017-02-15;47,4550
2017-02-14;47,2600
2017-02-13;47,2030
2017-02-10;46,7650
2017-02-09;46,5650
2017-02-08;46,1400
2017-02-07;46,1680
2017-02-06;45,9600
2017-02-03;45,9380
2017-02-02;45,6130
2017-02-01;45,7180
2017-01-31;45,3330
2017-01-30;45,8200
2017-01-27;46,2380
2017-01-26;46,4600
2017-01-25;46,0800
2017-01-24;45,6150
2017-01-23;45,4500
2017-01-20;45,8750
2017-01-19;45,9230
2017-01-18;45,7930
2017-01-17;45,7000
2017-01-16;46,1000
2017-01-13;46,2450
2017-01-12;45,7250
2017-01-11;46,5000
2017-01-10;46,2250
2017-01-09;46,1950
2017-01-06;46,3000
2017-01-05;46,0330
2017-01-04;46,3900
2017-01-03;46,2500
2017-01-02;46,0000
2016-12-30;45,7700
2016-12-29;45,8130
2016-12-28;46,3400
2016-12-27;46,2050
2016-12-23;46,1150
2016-12-22;46,0850
2016-12-21;46,3150
2016-12-20;46,4900
2016-12-19;46,1650
2016-12-16;46,1600
2016-12-15;46,3850
2016-12-14;45,5050
2016-12-13;45,6630
2016-12-12;45,5580
2016-12-09;45,7050
2016-12-08;45,2300
2016-12-07;44,2700
2016-12-06;44,0250
2016-12-05;43,9950
2016-12-02;43,9480
2016-12-01;44,1430
2016-11-30;44,5250
2016-11-29;44,3400
2016-11-28;44,3680
2016-11-25;44,4280
2016-11-23;44,3330
2016-11-22;44,0950
2016-11-21;44,0880
2016-11-18;43,9000
2016-11-17;43,8400
2016-11-16;43,5680
2016-11-15;43,3380
2016-11-14;43,1980
2016-11-11;42,7600
2016-11-10;42,7330
2016-11-09;42,5850
2016-11-08;41,9150
2016-11-07;41,7350
2016-11-04;40,9550
2016-11-03;41,1230
2016-11-02;41,2000
2016-11-01;41,6580
2016-10-31;42,2630
2016-10-28;42,4650
2016-10-27;42,5430
2016-10-26;42,6600
2016-10-25;42,8030
2016-10-24;42,8980
2016-10-21;42,7600
2016-10-20;42,5880
2016-10-19;42,5680
2016-10-14;42,2200
2016-10-13;41,7580
2016-10-12;42,1430
2016-10-11;42,0380
2016-10-10;42,2300
2016-10-07;41,8680
2016-10-06;41,9630
2016-10-05;42,0450
2016-10-04;42,2600
2016-09-30;42,0650
2016-09-29;42,0130
2016-09-28;41,9330
2016-09-27;41,8700
2016-09-26;41,5650
2016-09-23;42,1880
2016-09-22;42,3150
2016-09-21;41,9250
2016-09-20;41,7080
2016-09-19;41,7550
2016-09-16;41,4550
2016-09-15;41,4030
2016-09-14;41,0750
2016-09-13;41,0650
2016-09-12;41,4800
2016-09-09;41,8530
2016-09-08;42,2380
2016-09-07;42,3400
2016-09-06;42,2750
2016-09-05;42,4980
2016-09-02;42,4430
2016-09-01;41,8900
2016-08-31;41,9930
2016-08-30;42,1680
2016-08-29;42,1400
2016-08-26;42,0130
2016-08-25;41,8230
2016-08-24;42,0480
2016-08-23;41,9100
2016-08-22;41,6350
2016-08-19;41,6500
2016-08-18;41,7780
2016-08-17;41,6680
2016-08-16;41,9000
2016-08-15;42,3700
2016-08-12;42,3200
2016-08-11;42,4030
2016-08-10;42,0880
2016-08-09;42,4050
2016-08-08;42,3250
2016-08-05;42,2700
2016-08-04;41,7930
2016-08-03;41,4380
2016-08-02;41,2650
2016-08-01;41,8780
2016-07-29;41,9150
2016-07-28;41,7900
2016-07-27;42,2400
2016-07-26;42,2150
2016-07-25;42,1930
2016-07-22;42,2630
2016-07-21;42,2180
2016-07-20;42,2900
2016-07-19;41,9850
2016-07-18;41,8800
2016-07-15;41,8630
2016-07-14;41,8300
2016-07-13;41,4780
2016-07-12;41,7200
2016-07-11;41,4600
2016-07-08;40,9780
2016-07-07;40,4650
2016-07-06;40,1580
2016-07-05;40,3000
2016-07-04;40,5730
2016-07-01;40,5680
2016-06-30;40,3250
2016-06-29;39,9880
2016-06-28;39,2030
2016-06-27;38,7700
2016-06-24;39,7150
2016-06-23;40,4950
2016-06-22;40,3100
2016-06-21;40,2530
2016-06-20;40,1500
2016-06-17;39,4050
2016-06-16;39,2050
2016-06-15;39,5750
2016-06-13;39,7150
2016-06-10;40,1050
2016-06-09;40,3900
2016-06-08;40,4680
2016-06-07;40,6200
2016-06-06;40,3150
2016-06-02;40,6080
2016-06-01;40,5530
2016-05-31;40,8130
2016-05-30;40,9430
2016-05-27;40,8680
2016-05-26;40,6180
2016-05-25;40,6480
2016-05-24;40,3030
2016-05-23;39,6400
2016-05-20;39,7900
2016-05-19;39,2030
2016-05-18;39,5600
2016-05-17;39,4200
2016-05-13;39,4930
2016-05-12;39,1350
2016-05-11;39,3150
2016-05-10;39,4830
2016-05-09;39,0080
2016-05-06;38,7950
2016-05-05;39,0230
2016-05-04;38,6350
2016-05-03;38,8330
2016-05-02;39,3030
2016-04-29;39,1400
2016-04-28;40,3400
2016-04-27;40,2780
2016-04-26;40,2880
2016-04-25;40,2780
2016-04-22;40,5150
2016-04-21;40,5430
2016-04-20;40,5930
2016-04-19;40,3130
2016-04-15;39,9350
2016-04-14;40,1630
2016-04-13;39,9380
2016-04-12;39,0000
2016-04-11;38,6700
2016-04-08;38,6430
2016-04-07;38,4530
2016-04-06;38,6000
2016-04-05;38,3750
2016-04-04;38,9380
2016-03-31;39,1000
2016-03-30;39,3930
2016-03-29;39,1480
2016-03-24;39,0100
2016-03-23;39,4730
2016-03-22;39,5180
2016-03-21;39,3700
2016-03-18;39,3430
2016-03-17;39,1150
2016-03-16;39,3280
2016-03-15;39,1730
2016-03-14;39,5080
2016-03-11;39,1000
2016-03-10;38,2950
2016-03-09;39,1280
2016-03-08;38,9380
2016-03-07;39,4000
2016-03-04;39,4280
2016-03-03;39,1180
2016-03-02;39,3400
2016-02-29;38,6730
2016-02-26;38,4080
2016-02-25;37,6300
2016-02-24;36,9680
2016-02-23;37,5930
2016-02-22;38,0350
2016-02-19;37,2000
2016-02-18;37,4230
2016-02-17;37,3430
2016-02-16;36,4730
2016-02-15;36,5350
2016-02-12;35,6050
2016-02-11;34,4380
2016-02-10;35,7650
2016-02-09;35,2350
2016-02-08;35,7030
2016-02-05;36,7530
2016-02-04;37,1280
2016-02-03;37,0480
2016-02-02;38,0530
2016-02-01;38,5950
2016-01-29;38,5380
2016-01-28;37,4950
2016-01-27;38,1580
2016-01-26;37,9980
2016-01-25;37,9380
2016-01-22;38,0730
2016-01-21;37,3530
2016-01-20;36,3780
2016-01-19;37,6330
2016-01-18;37,3450
2016-01-15;37,1600
2016-01-14;38,0950
2016-01-13;38,8080
2016-01-12;38,5180
2016-01-11;38,2980
2016-01-08;38,4650
2016-01-07;39,3230
2016-01-06;40,3280
2016-01-05;40,8250
2016-01-04;40,2780
2015-12-30;41,3700
2015-12-29;41,5150
2015-12-28;40,6600
2015-12-23;41,2330
2015-12-22;40,2400
2015-12-21;40,0530
2015-12-18;40,6180
2015-12-17;41,1730
2015-12-16;40,6530
2015-12-15;40,5330
2015-12-14;39,3280
2015-12-11;39,9830
2015-12-10;40,8480
2015-12-09;40,8480
2015-12-08;41,1730
2015-12-07;41,6100
2015-12-04;41,5830
2015-12-03;41,5700
2015-12-01;43,1000
2015-11-30;43,1030
2015-11-27;43,0530
2015-11-26;43,2030
2015-11-25;42,9730
2015-11-24;42,6430
2015-11-23;43,0100
2015-11-20;42,9080
2015-11-19;42,4080
2015-11-18;42,4800
2015-11-17;42,4530
2015-11-16;41,4100
2015-11-13;41,4080
2015-11-12;41,7650
2015-11-11;42,2700
2015-11-10;42,2380
2015-11-09;41,9200
2015-11-06;42,4130
2015-11-05;42,5000
2015-11-04;42,2300
2015-11-03;42,0100
2015-11-02;41,5530
2015-10-30;41,4980
2015-10-29;41,6850
2015-10-28;41,3680
2015-10-27;41,0430
